speaker_name,amazon_url,product_id,wireless,bat_life,water_res,charging,special_feat,review_id,title,author,rating,content,timestamp,profile_id,is_verified,helpful_count,product_attributes
JBL Xtreme 3,https://www.amazon.com/JBL-Xtreme-Portable-Bluetooth-Speaker/dp/B09KYD29QC/ref=sr_1_1?crid=23OGG33LQ2YDN&dib=eyJ2IjoiMSJ9.Zxcdy1r5Le31c3uihxjtXM6I7oHrtm9XvhPX0cdjPRI8SMX6L9vm9FU8LBirJrIUFzSFF8boTK4LU-XY-JRVGgXg7DMeAu7oQAVUu88o7QduAVY_e3Ib1FqTmbAkWiZnAAvUzllF-iJlUhhSid2KKBtG-kKD5UZjlVL-xAfHYn3SSS600muFxhGIgTp-htGHY-iiJtafyYBfvCmw_mZGGbd13NoSzxqzo1lVVSZIjsU.-gUXyelwJ0lExFPg5oACeVZjMl6yhNop1FInREtGg5E&dib_tag=se&keywords=JBL+Xtreme+3&qid=1728136952&sprefix=%2Caps%2C373&sr=8-1,B09KYD29QC,Yes,Up to 15 hours,IP67,Built-in power bank,"Powerful bass, PartyBoost feature",R8UR1VBUVPDJ1,"5.0 out of 5 stars Perfect Speaker, Enormous Size compared to JBL charge 4",Tim,5,"Perfect Speaker, was super excited when it came in, shipping took forever, paid extra for them to ship it earlier, so that was a 0/10 but otherwise the speaker is so loud, the bass is really good, I put it on my counter and the floor vibrates as the bass pushes through the speaker. Best speaker I have ever had 10/10","Reviewed in the United States September 10, 2022",AFOB7RNETBO5P2XM2RIN6HKJPD7Q,TRUE,5,
JBL Xtreme 3,https://www.amazon.com/JBL-Xtreme-Portable-Bluetooth-Speaker/dp/B09KYD29QC/ref=sr_1_1?crid=23OGG33LQ2YDN&dib=eyJ2IjoiMSJ9.Zxcdy1r5Le31c3uihxjtXM6I7oHrtm9XvhPX0cdjPRI8SMX6L9vm9FU8LBirJrIUFzSFF8boTK4LU-XY-JRVGgXg7DMeAu7oQAVUu88o7QduAVY_e3Ib1FqTmbAkWiZnAAvUzllF-iJlUhhSid2KKBtG-kKD5UZjlVL-xAfHYn3SSS600muFxhGIgTp-htGHY-iiJtafyYBfvCmw_mZGGbd13NoSzxqzo1lVVSZIjsU.-gUXyelwJ0lExFPg5oACeVZjMl6yhNop1FInREtGg5E&dib_tag=se&keywords=JBL+Xtreme+3&qid=1728136952&sprefix=%2Caps%2C373&sr=8-1,B09KYD29QC,Yes,Up to 15 hours,IP67,Built-in power bank,"Powerful bass, PartyBoost feature",R1WGWTFO3KM2JB,5.0 out of 5 stars Love this,Bella M,5,"We use this everywhere, garage, out back and take it with us to the lake. Have had several friends ask to borrow it and then buy one for themselves","Reviewed in the United States June 6, 2023",AH4JX7QANMDAEBGT7UJCRGOGGUNQ,TRUE,3,
JBL Xtreme 3,https://www.amazon.com/JBL-Xtreme-Portable-Bluetooth-Speaker/dp/B09KYD29QC/ref=sr_1_1?crid=23OGG33LQ2YDN&dib=eyJ2IjoiMSJ9.Zxcdy1r5Le31c3uihxjtXM6I7oHrtm9XvhPX0cdjPRI8SMX6L9vm9FU8LBirJrIUFzSFF8boTK4LU-XY-JRVGgXg7DMeAu7oQAVUu88o7QduAVY_e3Ib1FqTmbAkWiZnAAvUzllF-iJlUhhSid2KKBtG-kKD5UZjlVL-xAfHYn3SSS600muFxhGIgTp-htGHY-iiJtafyYBfvCmw_mZGGbd13NoSzxqzo1lVVSZIjsU.-gUXyelwJ0lExFPg5oACeVZjMl6yhNop1FInREtGg5E&dib_tag=se&keywords=JBL+Xtreme+3&qid=1728136952&sprefix=%2Caps%2C373&sr=8-1,B09KYD29QC,Yes,Up to 15 hours,IP67,Built-in power bank,"Powerful bass, PartyBoost feature",R35F6AGFAY9VUH,5.0 out of 5 stars JBL never fails,Gary Cline,5,"I have tried many including UE, Bose, Sony and JBL I s by far the most durable consistent speaker that can old its own and more with the best of them.","Reviewed in the United States October 3, 2022",AHYAME7KQ7YI2TJOEWCV7VVNKIMQ,TRUE,1,
JBL Xtreme 3,https://www.amazon.com/JBL-Xtreme-Portable-Bluetooth-Speaker/dp/B09KYD29QC/ref=sr_1_1?crid=23OGG33LQ2YDN&dib=eyJ2IjoiMSJ9.Zxcdy1r5Le31c3uihxjtXM6I7oHrtm9XvhPX0cdjPRI8SMX6L9vm9FU8LBirJrIUFzSFF8boTK4LU-XY-JRVGgXg7DMeAu7oQAVUu88o7QduAVY_e3Ib1FqTmbAkWiZnAAvUzllF-iJlUhhSid2KKBtG-kKD5UZjlVL-xAfHYn3SSS600muFxhGIgTp-htGHY-iiJtafyYBfvCmw_mZGGbd13NoSzxqzo1lVVSZIjsU.-gUXyelwJ0lExFPg5oACeVZjMl6yhNop1FInREtGg5E&dib_tag=se&keywords=JBL+Xtreme+3&qid=1728136952&sprefix=%2Caps%2C373&sr=8-1,B09KYD29QC,Yes,Up to 15 hours,IP67,Built-in power bank,"Powerful bass, PartyBoost feature",RJYIF6P5DLWAH,5.0 out of 5 stars Considering,Silvia,5,"It’s great, good sound - but they keep crashingI’ve bought several jbl’s and they stop charging or the speaker give out. I’m pissed bc they are expensive and no win considering trying other brands.","Reviewed in the United States August 4, 2022",AHUF64OAIIVTWC73NLMZSJUH3SOQ,TRUE,1,
JBL Xtreme 3,https://www.amazon.com/JBL-Xtreme-Portable-Bluetooth-Speaker/dp/B09KYD29QC/ref=sr_1_1?crid=23OGG33LQ2YDN&dib=eyJ2IjoiMSJ9.Zxcdy1r5Le31c3uihxjtXM6I7oHrtm9XvhPX0cdjPRI8SMX6L9vm9FU8LBirJrIUFzSFF8boTK4LU-XY-JRVGgXg7DMeAu7oQAVUu88o7QduAVY_e3Ib1FqTmbAkWiZnAAvUzllF-iJlUhhSid2KKBtG-kKD5UZjlVL-xAfHYn3SSS600muFxhGIgTp-htGHY-iiJtafyYBfvCmw_mZGGbd13NoSzxqzo1lVVSZIjsU.-gUXyelwJ0lExFPg5oACeVZjMl6yhNop1FInREtGg5E&dib_tag=se&keywords=JBL+Xtreme+3&qid=1728136952&sprefix=%2Caps%2C373&sr=8-1,B09KYD29QC,Yes,Up to 15 hours,IP67,Built-in power bank,"Powerful bass, PartyBoost feature",R332UIT7BSDFA3,5.0 out of 5 stars Excelente,Moises V. Abbud,5,Excelente,"Reviewed in the United States July 6, 2023",AH6ZZGQEK7MK7JAXX4RRMSEEZIBQ,TRUE,0,
JBL Xtreme 3,https://www.amazon.com/JBL-Xtreme-Portable-Bluetooth-Speaker/dp/B09KYD29QC/ref=sr_1_1?crid=23OGG33LQ2YDN&dib=eyJ2IjoiMSJ9.Zxcdy1r5Le31c3uihxjtXM6I7oHrtm9XvhPX0cdjPRI8SMX6L9vm9FU8LBirJrIUFzSFF8boTK4LU-XY-JRVGgXg7DMeAu7oQAVUu88o7QduAVY_e3Ib1FqTmbAkWiZnAAvUzllF-iJlUhhSid2KKBtG-kKD5UZjlVL-xAfHYn3SSS600muFxhGIgTp-htGHY-iiJtafyYBfvCmw_mZGGbd13NoSzxqzo1lVVSZIjsU.-gUXyelwJ0lExFPg5oACeVZjMl6yhNop1FInREtGg5E&dib_tag=se&keywords=JBL+Xtreme+3&qid=1728136952&sprefix=%2Caps%2C373&sr=8-1,B09KYD29QC,Yes,Up to 15 hours,IP67,Built-in power bank,"Powerful bass, PartyBoost feature",R1H1Z2BS8Q2J11,5.0 out of 5 stars Good buy,C. Thomas Bouland,5,Very good speaker could be a little louder but all in all very good,"Reviewed in the United States July 16, 2022",AGLVIA7SL4HVDPO4NRF6ND3D2K3A,TRUE,0,
JBL Xtreme 3,https://www.amazon.com/JBL-Xtreme-Portable-Bluetooth-Speaker/dp/B09KYD29QC/ref=sr_1_1?crid=23OGG33LQ2YDN&dib=eyJ2IjoiMSJ9.Zxcdy1r5Le31c3uihxjtXM6I7oHrtm9XvhPX0cdjPRI8SMX6L9vm9FU8LBirJrIUFzSFF8boTK4LU-XY-JRVGgXg7DMeAu7oQAVUu88o7QduAVY_e3Ib1FqTmbAkWiZnAAvUzllF-iJlUhhSid2KKBtG-kKD5UZjlVL-xAfHYn3SSS600muFxhGIgTp-htGHY-iiJtafyYBfvCmw_mZGGbd13NoSzxqzo1lVVSZIjsU.-gUXyelwJ0lExFPg5oACeVZjMl6yhNop1FInREtGg5E&dib_tag=se&keywords=JBL+Xtreme+3&qid=1728136952&sprefix=%2Caps%2C373&sr=8-1,B09KYD29QC,Yes,Up to 15 hours,IP67,Built-in power bank,"Powerful bass, PartyBoost feature",RM1WMDQ8T1952,5.0 out of 5 stars El mejor marca,Isabel tascón,5,Suena genial batería súper todo súper recomendado 100%,"Reviewed in the United States July 30, 2022",AHHVGBHSKUL6B6OJITDV5V3JZBMQ,TRUE,0,
JBL Xtreme 3,https://www.amazon.com/JBL-Xtreme-Portable-Bluetooth-Speaker/dp/B09KYD29QC/ref=sr_1_1?crid=23OGG33LQ2YDN&dib=eyJ2IjoiMSJ9.Zxcdy1r5Le31c3uihxjtXM6I7oHrtm9XvhPX0cdjPRI8SMX6L9vm9FU8LBirJrIUFzSFF8boTK4LU-XY-JRVGgXg7DMeAu7oQAVUu88o7QduAVY_e3Ib1FqTmbAkWiZnAAvUzllF-iJlUhhSid2KKBtG-kKD5UZjlVL-xAfHYn3SSS600muFxhGIgTp-htGHY-iiJtafyYBfvCmw_mZGGbd13NoSzxqzo1lVVSZIjsU.-gUXyelwJ0lExFPg5oACeVZjMl6yhNop1FInREtGg5E&dib_tag=se&keywords=JBL+Xtreme+3&qid=1728136952&sprefix=%2Caps%2C373&sr=8-1,B09KYD29QC,Yes,Up to 15 hours,IP67,Built-in power bank,"Powerful bass, PartyBoost feature",R3VU7XHUBTT0MP,5.0 out of 5 stars Sonido excelente y duración batería,Marcos R Figueras G,5,"Excelente corneta, muy satisfecho","Reviewed in the United States May 22, 2022",AH4BMCXSXY74PU5HEZKBD342DBWA,TRUE,0,
JBL Xtreme 3,https://www.amazon.com/JBL-Xtreme-Portable-Bluetooth-Speaker/dp/B09KYD29QC/ref=sr_1_1?crid=23OGG33LQ2YDN&dib=eyJ2IjoiMSJ9.Zxcdy1r5Le31c3uihxjtXM6I7oHrtm9XvhPX0cdjPRI8SMX6L9vm9FU8LBirJrIUFzSFF8boTK4LU-XY-JRVGgXg7DMeAu7oQAVUu88o7QduAVY_e3Ib1FqTmbAkWiZnAAvUzllF-iJlUhhSid2KKBtG-kKD5UZjlVL-xAfHYn3SSS600muFxhGIgTp-htGHY-iiJtafyYBfvCmw_mZGGbd13NoSzxqzo1lVVSZIjsU.-gUXyelwJ0lExFPg5oACeVZjMl6yhNop1FInREtGg5E&dib_tag=se&keywords=JBL+Xtreme+3&qid=1728136952&sprefix=%2Caps%2C373&sr=8-1,B09KYD29QC,Yes,Up to 15 hours,IP67,Built-in power bank,"Powerful bass, PartyBoost feature",RJ6LMVENRDC2L,1.0 out of 5 stars Poco volumen,rodrigo pudlla,1,Poco volumen,"Reviewed in the United States September 10, 2022",AHWP2SGVVTWX7WMUQEOZTKIUW3WQ,TRUE,0,
JBL Xtreme 3,https://www.amazon.com/JBL-Xtreme-Portable-Bluetooth-Speaker/dp/B09KYD29QC/ref=sr_1_1?crid=23OGG33LQ2YDN&dib=eyJ2IjoiMSJ9.Zxcdy1r5Le31c3uihxjtXM6I7oHrtm9XvhPX0cdjPRI8SMX6L9vm9FU8LBirJrIUFzSFF8boTK4LU-XY-JRVGgXg7DMeAu7oQAVUu88o7QduAVY_e3Ib1FqTmbAkWiZnAAvUzllF-iJlUhhSid2KKBtG-kKD5UZjlVL-xAfHYn3SSS600muFxhGIgTp-htGHY-iiJtafyYBfvCmw_mZGGbd13NoSzxqzo1lVVSZIjsU.-gUXyelwJ0lExFPg5oACeVZjMl6yhNop1FInREtGg5E&dib_tag=se&keywords=JBL+Xtreme+3&qid=1728136952&sprefix=%2Caps%2C373&sr=8-1,B09KYD29QC,Yes,Up to 15 hours,IP67,Built-in power bank,"Powerful bass, PartyBoost feature",R1LKRSANUT7KNF,1.0 out of 5 stars Case is crap,Heather Fouse Clarke,1,"Zipper for neoprene pouch holding charger just came off leaving the case closed and charger inaccessible. Contacting Amazon Cust service was a joke; the Chat window closed before I could write down any info on how to contact the manufacturer or how to proceed further. JBL support has spent over an hour asking me for the unit serial number which is nowhere to be found on the unit.Don't buy this, especially the case!!","Reviewed in the United States April 9, 2024",AE3HHU4E26ZY2VSF2ERKJ5CIK3WQ,FALSE,0,
JBL Xtreme 3,https://www.amazon.com/JBL-Xtreme-Portable-Bluetooth-Speaker/dp/B09KYD29QC/ref=sr_1_1?crid=23OGG33LQ2YDN&dib=eyJ2IjoiMSJ9.Zxcdy1r5Le31c3uihxjtXM6I7oHrtm9XvhPX0cdjPRI8SMX6L9vm9FU8LBirJrIUFzSFF8boTK4LU-XY-JRVGgXg7DMeAu7oQAVUu88o7QduAVY_e3Ib1FqTmbAkWiZnAAvUzllF-iJlUhhSid2KKBtG-kKD5UZjlVL-xAfHYn3SSS600muFxhGIgTp-htGHY-iiJtafyYBfvCmw_mZGGbd13NoSzxqzo1lVVSZIjsU.-gUXyelwJ0lExFPg5oACeVZjMl6yhNop1FInREtGg5E&dib_tag=se&keywords=JBL+Xtreme+3&qid=1728136952&sprefix=%2Caps%2C373&sr=8-1,B09KYD29QC,Yes,Up to 15 hours,IP67,Built-in power bank,"Powerful bass, PartyBoost feature",RIEZ6GXUXKJYS,"5.0 out of 5 stars Excellent product, as the description says",Juan Carlos Mora Mendez,5,,"Reviewed in the United States September 13, 2022",AGIJYWQMUVS4HR2KU7UJQOGLHZIA,TRUE,2,
JBL Xtreme 3,https://www.amazon.com/JBL-Xtreme-Portable-Bluetooth-Speaker/dp/B09KYD29QC/ref=sr_1_1?crid=23OGG33LQ2YDN&dib=eyJ2IjoiMSJ9.Zxcdy1r5Le31c3uihxjtXM6I7oHrtm9XvhPX0cdjPRI8SMX6L9vm9FU8LBirJrIUFzSFF8boTK4LU-XY-JRVGgXg7DMeAu7oQAVUu88o7QduAVY_e3Ib1FqTmbAkWiZnAAvUzllF-iJlUhhSid2KKBtG-kKD5UZjlVL-xAfHYn3SSS600muFxhGIgTp-htGHY-iiJtafyYBfvCmw_mZGGbd13NoSzxqzo1lVVSZIjsU.-gUXyelwJ0lExFPg5oACeVZjMl6yhNop1FInREtGg5E&dib_tag=se&keywords=JBL+Xtreme+3&qid=1728136952&sprefix=%2Caps%2C373&sr=8-1,B09KYD29QC,Yes,Up to 15 hours,IP67,Built-in power bank,"Powerful bass, PartyBoost feature",R2BJMFH11TDXSC,5.0 out of 5 stars Estoy feliz con mi xtreme 3 🤗,Jael,5,Me encanto,"Reviewed in the United States March 18, 2023",AFI5HPDGIT5ACYFC2BOGYILOEC3Q,TRUE,0,
